Date,State,District,Pincode,Bio_age_5_17,Bio_age_17+
01-03-2025,Sikkim,East Sikkim,737131,22,15
01-03-2025,Andhra Pradesh,West Godavari,534208,47,45
01-03-2025,Assam,Bongaigaon,783381,46,20
01-03-2025,Tamil Nadu,Tirupattur,635701,31,9
01-03-2025,Uttar Pradesh,Hathras,202170,27,3
01-03-2025,Gujarat,Botad,363610,13,1
01-03-2025,Jharkhand,Sahebganj,816104,23,53
01-03-2025,Tamil Nadu,Nagapattinam,611105,19,29
01-03-2025,Karnataka,Uttara Kannada,581304,20,19
01-03-2025,Kerala,Kottayam,686581,19,22
01-03-2025,Mizoram,Kolasib,796410,20,4
01-03-2025,Odisha,Rayagada,764062,21,37
01-03-2025,Jharkhand,Godda,814133,947,949
01-03-2025,Odisha,Sundargarh,770002,15,87
01-03-2025,Uttar Pradesh,Allahabad,221508,522,222
01-03-2025,Chhattisgarh,Mahasamund,493449,142,912
01-03-2025,Chhattisgarh,Korba,495678,127,200
01-03-2025,Karnataka,Haveri,581210,118,82
01-03-2025,Gujarat,Surendra Nagar,363002,145,98
01-03-2025,Punjab,Ludhiana,142023,69,140
01-03-2025,Rajasthan,Udaipur,313031,478,1015
01-03-2025,Uttar Pradesh,Bareilly,243203,492,159
01-03-2025,Maharashtra,Chandrapur,442401,715,1613
01-03-2025,Madhya Pradesh,Ratlam,457001,1673,2263
01-03-2025,Gujarat,Panchmahals,389172,33,145
01-03-2025,Tamil Nadu,Pudukkottai,622404,40,62
01-03-2025,Karnataka,Chickmagalur,577182,21,53
01-03-2025,Uttar Pradesh,Allahabad,211011,324,248
01-03-2025,Punjab,Hoshiarpur,144305,43,91
01-03-2025,Uttar Pradesh,Varanasi,221204,287,151
01-03-2025,Bihar,Begusarai,851225,78,38
01-03-2025,Jammu and Kashmir,Punch,185111,592,1314
01-03-2025,Jharkhand,Ramgarh,829118,67,90
01-03-2025,Madhya Pradesh,Gwalior,474020,204,125
01-03-2025,West Bengal,North 24 Parganas,743425,263,362
01-03-2025,Karnataka,Belgaum,591312,84,128
01-03-2025,Uttar Pradesh,Farrukhabad,209502,842,104
01-03-2025,Punjab,Tarn Taran,143422,24,89
01-03-2025,West Bengal,Darjeeling,734311,29,55
01-03-2025,Delhi,South West Delhi,110028,408,414
01-03-2025,Uttar Pradesh,Faizabad,224161,146,98
01-03-2025,Rajasthan,Alwar,301403,67,167
01-03-2025,Karnataka,Belagavi,591232,62,47
01-03-2025,Chhattisgarh,Gariyaband,493996,58,192
01-03-2025,Tamil Nadu,Theni,625518,170,287
01-03-2025,West Bengal,Bankura,722101,383,433
01-03-2025,Tamil Nadu,Tirunelveli,627808,332,420
01-03-2025,Gujarat,Narmada,393040,533,969
01-03-2025,Jharkhand,Ranchi,835102,393,1371
01-03-2025,Tamil Nadu,Tiruchirappalli,621215,193,105
01-03-2025,Madhya Pradesh,Anuppur,484224,311,668
01-03-2025,Kerala,Kasaragod,671121,99,85
01-03-2025,Andhra Pradesh,West Godavari,534312,378,237
01-03-2025,Rajasthan,Bikaner,334305,207,261
01-03-2025,Karnataka,Belagavi,591117,91,59
01-03-2025,West Bengal,Puruliya,723143,129,280
01-03-2025,Punjab,Ferozepur,142047,372,471
01-03-2025,Karnataka,Belgaum,591305,93,93
01-03-2025,Maharashtra,Aurangabad,431148,54,134
01-03-2025,Rajasthan,Jodhpur,342006,170,260
01-03-2025,Karnataka,Chitradurga,577527,149,230
01-03-2025,Arunachal Pradesh,Changlang,792120,128,73
01-03-2025,Delhi,West Delhi,110058,162,346
01-03-2025,West Bengal,Hooghly,712122,53,56
01-03-2025,Andhra Pradesh,Adilabad,504309,23,220
01-03-2025,West Bengal,Hooghly,712223,170,185
01-03-2025,Maharashtra,Sindhudurg,416520,114,277
01-03-2025,Uttar Pradesh,Kanpur Nagar,208016,119,88
01-03-2025,Uttar Pradesh,Sambhal,244410,27,32
01-03-2025,Tamil Nadu,Coimbatore,641002,77,243
01-03-2025,Jharkhand,Ramgarh,829133,31,35
01-03-2025,Karnataka,Koppal,583231,239,211
01-03-2025,Tamil Nadu,Cuddalore,605110,21,23
01-03-2025,Andhra Pradesh,Hyderabad,500028,68,377
01-03-2025,Andhra Pradesh,Guntur,522649,92,59
01-03-2025,Madhya Pradesh,Sehore,466554,106,304
01-03-2025,Maharashtra,Buldana,443001,14,591
01-03-2025,Gujarat,Tapi,394375,275,505
01-03-2025,Haryana,Gurgaon,122105,12,16
01-03-2025,Rajasthan,Ganganagar,335038,71,177
01-03-2025,Tamil Nadu,Thoothukkudi,628251,56,92
01-03-2025,Tamil Nadu,Coimbatore,641107,185,235
01-03-2025,Uttar Pradesh,Sambhal,202412,658,204
01-03-2025,Uttar Pradesh,Maharajganj,273306,169,175
01-03-2025,Assam,Sonitpur,784027,63,69
01-03-2025,West Bengal,Kolkata,700107,31,123
01-03-2025,Bihar,Saharsa,852110,29,89
01-03-2025,Odisha,Cuttack,754005,58,139
01-03-2025,Kerala,Thiruvananthapuram,695024,21,85
01-03-2025,Tamil Nadu,Thanjavur,613101,115,218
01-03-2025,Delhi,New Delhi,110001,181,159
01-03-2025,West Bengal,Cooch Behar,735122,68,55
01-03-2025,Tamil Nadu,Vellore,632014,30,26
01-03-2025,Maharashtra,Sindhudurg,416519,55,147
01-03-2025,Madhya Pradesh,Datia,475685,114,183
01-03-2025,Karnataka,Dharwad,580114,95,102
01-03-2025,Gujarat,Valsad,396230,67,111
01-03-2025,Odisha,Khorda,751010,68,144
01-03-2025,Orissa,Khordha,752034,10,67
01-03-2025,Uttar Pradesh,Faizabad,224229,97,48
01-03-2025,Odisha,Sundergarh,769015,62,92
01-03-2025,Meghalaya,South West Khasi Hills,793119,22,109
01-03-2025,Telangana,Medchal-malkajgiri,501301,49,138
01-03-2025,Karnataka,Chitradurga,577518,34,89
01-03-2025,Maharashtra,Raigarh,410205,187,238
01-03-2025,Assam,Kamrup Metro,781028,23,29
01-03-2025,Bihar,Saran,841224,76,185
01-03-2025,Rajasthan,Bharatpur,321615,33,72
01-03-2025,Andhra Pradesh,Ananthapur,515672,260,74
01-03-2025,Rajasthan,Alwar,301427,75,178
01-03-2025,Bihar,Siwan,841234,150,200
01-03-2025,Haryana,Karnal,132040,124,305
01-03-2025,Andhra Pradesh,Ananthapuramu,515870,109,18
01-03-2025,Telangana,Karimnagar,505416,62,74
01-03-2025,Kerala,Wayanad,670731,43,129
01-03-2025,Rajasthan,Jhalawar,326514,225,237
01-03-2025,Punjab,Jalandhar,144311,53,64
01-03-2025,Tamil Nadu,Coimbatore,641014,57,155
01-03-2025,Tamil Nadu,Thiruvarur,614103,43,40
01-03-2025,Karnataka,Mysore,571302,20,63
01-03-2025,Kerala,Kottayam,686603,14,46
01-03-2025,Gujarat,Bharuch,392012,106,128
01-03-2025,Andhra Pradesh,Srikakulam,535125,101,21
01-03-2025,Odisha,Kendrapara,754222,75,105
01-03-2025,Telangana,Jogulamba Gadwal,509127,29,60
01-03-2025,Tamil Nadu,Thiruvarur,614708,67,36
01-03-2025,Telangana,Medchal-malkajgiri,500098,23,74
01-03-2025,Odisha,Khorda,751014,37,63
01-03-2025,Rajasthan,Ajmer,305926,81,76
01-03-2025,Rajasthan,Chittorgarh,312024,74,118
01-03-2025,Himachal Pradesh,Mandi,175047,65,161
01-03-2025,West Bengal,East Midnapore,721626,34,61
01-03-2025,Telangana,Bhadradri Kothagudem,507128,26,24
01-03-2025,Maharashtra,Solapur,413226,81,125
01-03-2025,Uttar Pradesh,Pilibhit,262302,87,52
01-03-2025,Maharashtra,Ahmadnagar,414605,33,40
01-03-2025,Andhra Pradesh,Rangareddi,500098,17,38
01-03-2025,Uttar Pradesh,Ghaziabad,201011,52,51
01-03-2025,Odisha,Baleshwar,756024,27,109
01-03-2025,Uttar Pradesh,Moradabad,244411,50,51
01-03-2025,Andhra Pradesh,Cuddapah,516439,54,21
01-03-2025,Maharashtra,Ratnagiri,415208,35,75
01-03-2025,Tamil Nadu,Thoothukkudi,628303,81,48
01-03-2025,Andhra Pradesh,Guntur,522202,67,58
01-03-2025,Odisha,ANUGUL,759119,10,46
01-03-2025,Kerala,Ernakulam,682007,76,123
01-03-2025,Telangana,Siddipet,505466,11,16
01-03-2025,Odisha,JAJPUR,754296,21,67
01-03-2025,Andhra Pradesh,Chittoor,517426,49,10
01-03-2025,Kerala,Thiruvananthapuram,695019,10,33
01-03-2025,Kerala,Ernakulam,683108,13,38
01-03-2025,Maharashtra,Satara,415107,28,40
01-03-2025,Uttarakhand,Pithoragarh,262543,27,44
01-03-2025,West Bengal,South Twenty Four Parganas,700063,10,60
01-03-2025,Tamil Nadu,Chengalpattu,603204,17,10
01-03-2025,Tamil Nadu,Mayiladuthurai,609301,36,4
01-03-2025,Kerala,Malappuram,673647,21,33
01-03-2025,Bihar,Darbhanga,847234,48,66
01-03-2025,Telangana,Siddipet,505473,11,22
01-03-2025,Jharkhand,Ramgarh,825330,22,20
01-03-2025,Himachal Pradesh,Kinnaur,172116,14,9
01-03-2025,Tamil Nadu,Pudukkottai,622402,47,54
01-03-2025,Maharashtra,Thane,421603,31,29
01-03-2025,Kerala,Pathanamthitta,689542,15,41
01-03-2025,Himachal Pradesh,Kangra,176211,33,47
01-03-2025,Kerala,Kottayam,686507,24,51
01-03-2025,Telangana,Sangareddy,502287,18,20
01-03-2025,West Bengal,Howrah,711205,21,43
01-03-2025,Jammu and Kashmir,Jammu,180001,139,347
01-03-2025,Assam,Nagaon,782135,25,18
01-03-2025,Punjab,Faridkot,151204,326,1254
01-03-2025,Odisha,Khordha,752027,11,57
01-03-2025,Tamil Nadu,Dindigul,624301,252,118
01-03-2025,Uttar Pradesh,Kheri,261501,769,233
01-03-2025,Karnataka,Mysore,571134,13,34
01-03-2025,Madhya Pradesh,Panna,488058,228,488
01-03-2025,Maharashtra,Parbhani,431511,796,1053
01-03-2025,Uttar Pradesh,Azamgarh,276288,146,274
01-03-2025,Uttar Pradesh,Unnao,209801,2134,1147
01-03-2025,Uttar Pradesh,Kheri,262906,671,230
01-03-2025,Haryana,Jhajjar,124102,70,176
01-03-2025,Uttar Pradesh,Balrampur,271607,420,194
01-03-2025,Punjab,Fatehgarh Sahib,147001,39,214
01-03-2025,Rajasthan,Jalor,307030,101,239
01-03-2025,Haryana,Jind,126115,309,667
01-03-2025,Maharashtra,Akola,444407,105,578
01-03-2025,Gujarat,Banaskantha,385510,130,158
01-03-2025,Madhya Pradesh,Shahdol,484771,536,1672
01-03-2025,Goa,South Goa,403726,180,100
01-03-2025,Odisha,Koraput,764041,58,128
01-03-2025,Uttar Pradesh,Sitapur,261141,1530,477
01-03-2025,Madhya Pradesh,Dhar,454441,286,483
01-03-2025,Andhra Pradesh,Ananthapur,515774,32,3
01-03-2025,Andhra Pradesh,Ananthapuramu,515159,87,9
01-03-2025,Karnataka,Bangalore,560049,53,126
01-03-2025,Telangana,K.v. Rangareddy,500079,212,389
01-03-2025,Tamil Nadu,Chennai,600078,304,582
01-03-2025,Kerala,Thrissur,680518,108,51
01-03-2025,Punjab,Sri Muktsar Sahib,152031,292,479
01-03-2025,Uttar Pradesh,Bareilly,262407,744,235
01-03-2025,Jharkhand,Dumka,814158,476,496
01-03-2025,Uttar Pradesh,Unnao,209831,352,184
01-03-2025,Telangana,Suryapet,508204,109,158
01-03-2025,Madhya Pradesh,Barwani,451551,2339,2311
01-03-2025,Bihar,Darbhanga,847427,629,764
01-03-2025,Andhra Pradesh,Krishna,521403,185,104
01-03-2025,Uttar Pradesh,Bara Banki,225302,851,210
01-03-2025,Gujarat,Bhavnagar,364270,343,498
01-03-2025,Andhra Pradesh,Vizianagaram,535003,469,248
01-03-2025,Madhya Pradesh,Betul,460001,753,1287
01-03-2025,Uttar Pradesh,Jalaun,285203,554,223
01-03-2025,Maharashtra,Nashik,423110,85,140
01-03-2025,Odisha,Bargarh,768039,130,400
01-03-2025,West Bengal,Howrah,711312,286,538
01-03-2025,Gujarat,Kachchh,370601,25,40
01-03-2025,Rajasthan,Pratapgarh,327027,288,232
01-03-2025,Tamil Nadu,Coimbatore,641302,175,203
01-03-2025,Chhattisgarh,Raigarh,496116,334,600
01-03-2025,Andhra Pradesh,Vizianagaram,535573,139,73
01-03-2025,Maharashtra,Sindhudurg,416606,46,204
01-03-2025,Uttar Pradesh,Sant Kabir Nagar,272164,149,140
01-03-2025,Bihar,Madhubani,847227,434,696
01-03-2025,Odisha,Koraput,764081,87,135
01-03-2025,Tamil Nadu,Coimbatore,641031,78,351
01-03-2025,Andhra Pradesh,Krishna,521329,161,53
01-03-2025,Karnataka,Dakshina Kannada,574243,85,75
01-03-2025,Odisha,Nayagarh,752085,127,210
01-03-2025,Karnataka,Belgaum,591153,27,30
01-03-2025,Arunachal Pradesh,West Kameng,790001,33,71
01-03-2025,Maharashtra,Gadchiroli,442705,131,633
01-03-2025,Odisha,Kendrapara,754134,95,165
01-03-2025,Maharashtra,Thane,400615,155,579
01-03-2025,Chhattisgarh,Bilaspur,495116,66,253
01-03-2025,Andhra Pradesh,Hyderabad,500050,15,69
01-03-2025,Gujarat,Bharuch,392180,47,39
01-03-2025,Maharashtra,Solapur,413224,91,226
01-03-2025,Uttar Pradesh,Sambhal,244304,340,203
01-03-2025,Chhattisgarh,Durg,490023,304,926
01-03-2025,Uttar Pradesh,Ballia,277203,119,131
01-03-2025,Odisha,Sundargarh,769001,29,90
01-03-2025,Haryana,Panchkula,134204,143,414
01-03-2025,Karnataka,Vijayapura,586101,248,159
01-03-2025,West Bengal,Paschim Medinipur,721155,55,56
01-03-2025,Bihar,Jamui,811315,441,368
01-03-2025,Himachal Pradesh,Kangra,176047,152,168
01-03-2025,Uttar Pradesh,Kheri,262723,695,200
01-03-2025,Uttar Pradesh,Kheri,262702,144,77
01-03-2025,Uttar Pradesh,Jaunpur,222141,207,221
01-03-2025,Jammu and Kashmir,Doda,182221,125,146
01-03-2025,Andhra Pradesh,East Godavari,533217,262,67
01-03-2025,Uttar Pradesh,Azamgarh,276403,63,37
01-03-2025,Assam,Nagaon,782450,52,84
01-03-2025,Telangana,Nalgonda,508222,44,41
01-03-2025,Odisha,Kandhamal,762112,36,126
01-03-2025,Jharkhand,Deoghar,814113,202,218
01-03-2025,Telangana,Adilabad,504206,29,27
01-03-2025,Andhra Pradesh,Cuddapah,516355,110,45
01-03-2025,Bihar,Nalanda,805130,30,59
01-03-2025,Himachal Pradesh,Mandi,175036,49,113
01-03-2025,Andhra Pradesh,Visakhapatnam,531083,345,106
01-03-2025,Uttar Pradesh,Mainpuri,205261,242,133
01-03-2025,Chhattisgarh,Koriya,497557,15,24
01-03-2025,Gujarat,Vadodara,391135,83,460
01-03-2025,Karnataka,Kolar,563138,71,152
01-03-2025,Uttar Pradesh,Gautam Buddha Nagar,201008,113,64
01-03-2025,Bihar,Vaishali,844139,45,118
01-03-2025,Rajasthan,Bikaner,334808,49,93
01-03-2025,Tripura,Khowai,799202,46,10
01-03-2025,Telangana,Mahabubabad,507211,28,140
01-03-2025,Punjab,Shaheed Bhagat Singh Nagar,144524,47,82
01-03-2025,Andhra Pradesh,Krishna,521212,136,77
01-03-2025,Odisha,Cuttack,754207,167,402
01-03-2025,Karnataka,Udupi,576226,53,27
01-03-2025,Uttar Pradesh,Amethi,229309,311,189
01-03-2025,Kerala,Palakkad,678006,122,113
01-03-2025,Odisha,JAJPUR,755011,67,167
01-03-2025,Maharashtra,Raigarh,402110,88,174
01-03-2025,Kerala,Ernakulam,683589,19,53
01-03-2025,Punjab,Rupnagar,140114,48,99
01-03-2025,Assam,Marigaon,782123,71,17
01-03-2025,Punjab,Hoshiarpur,144223,33,119
01-03-2025,Karnataka,Bagalkot,586125,18,9
01-03-2025,Karnataka,Bijapur,586118,55,83
01-03-2025,Andhra Pradesh,Ananthapur,515101,43,27
01-03-2025,Maharashtra,Osmanabad,413510,57,97
01-03-2025,Uttar Pradesh,Deoria,274501,176,177
01-03-2025,Maharashtra,Solapur,413410,36,86
01-03-2025,Andhra Pradesh,Nellore,524310,23,45
01-03-2025,Telangana,Hanumakonda,506003,28,101
01-03-2025,Assam,Dibrugarh,786005,20,89
01-03-2025,Tamil Nadu,Tirunelveli,627453,35,56
01-03-2025,Andhra Pradesh,Cuddapah,516128,74,45
01-03-2025,Karnataka,Vijayapura,586115,174,76
01-03-2025,Andhra Pradesh,Visakhapatnam,530005,47,60
01-03-2025,Kerala,Alappuzha,688523,27,78
01-03-2025,Telangana,Nizamabad,503101,48,108
01-03-2025,Andhra Pradesh,Cuddapah,516464,33,13
01-03-2025,Rajasthan,Pali,306705,49,120
01-03-2025,Kerala,Idukki,685507,27,43
01-03-2025,Assam,Nagaon,782142,56,44
01-03-2025,Arunachal Pradesh,Changlang,792122,72,97
01-03-2025,Gujarat,Rajkot,364470,21,16
01-03-2025,Karnataka,Mandya,571445,20,60
01-03-2025,Jammu and Kashmir,Anantnag,192221,64,132
01-03-2025,Kerala,Kottayam,686101,18,48
01-03-2025,Karnataka,Bellary,583112,20,32
01-03-2025,Himachal Pradesh,Shimla,171212,17,22
01-03-2025,Kerala,Thrissur,680697,32,37
01-03-2025,Kerala,Kannur,670592,73,97
01-03-2025,Assam,Nagaon,782446,100,80
01-03-2025,Maharashtra,Mumbai,400049,29,99
01-03-2025,Tamil Nadu,Kanyakumari,629101,17,4
01-03-2025,Jharkhand,Bokaro,828404,18,29
01-03-2025,Pondicherry,Pondicherry,605502,15,95
01-03-2025,Karnataka,Vijayapura,586120,116,43
01-03-2025,Nagaland,Mokokchung,798604,20,91
01-03-2025,Karnataka,Ballari,583218,43,21
01-03-2025,Himachal Pradesh,Shimla,171001,45,68
01-03-2025,Himachal Pradesh,Bilaspur,174003,21,36
01-03-2025,Ladakh,Kargil,194109,44,32
01-03-2025,Madhya Pradesh,Bhind,477333,73,54
01-03-2025,Himachal Pradesh,Mandi,175011,85,67
01-03-2025,Karnataka,Chikkamagaluru,577129,28,19
01-03-2025,Assam,Nagaon,782141,22,61
01-03-2025,Telangana,Jagitial,505532,23,35
01-03-2025,Andhra Pradesh,Anantapur,515731,36,90
01-03-2025,Telangana,Warangal Urban,506003,26,26
01-03-2025,West Bengal,North Twenty Four Parganas,743145,11,39
01-03-2025,Tamil Nadu,Kanyakumari,629172,12,9
01-03-2025,Bihar,Nawada,805133,21,39
01-03-2025,Karnataka,Tumkur,572103,15,113
01-03-2025,Meghalaya,East Khasi Hills,793008,32,46
01-03-2025,Maharashtra,Ratnagiri,415726,26,17
01-03-2025,Kerala,Thrissur,680305,25,37
01-03-2025,Tamil Nadu,Thoothukkudi,627951,12,5
01-03-2025,West Bengal,West Midnapore,721166,19,10
01-03-2025,Tamil Nadu,Mayiladuthurai,609309,36,5
01-03-2025,West Bengal,Cooch Behar,736118,13,17
01-03-2025,Chhattisgarh,Koriya,497331,85,358
01-03-2025,Andhra Pradesh,Srikakulam,532457,175,64
01-03-2025,Gujarat,Kheda,387540,62,55
01-03-2025,Uttar Pradesh,Muzaffarnagar,251315,1269,324
01-03-2025,Andhra Pradesh,Warangal,506314,32,81
01-03-2025,Uttar Pradesh,Maharajganj,273164,588,496
01-03-2025,Maharashtra,Jalgaon,425111,578,1292
01-03-2025,Jharkhand,Khunti,835227,426,689
01-03-2025,Maharashtra,Nagpur,441106,656,1503
01-03-2025,West Bengal,Murshidabad,742212,75,115
01-03-2025,Madhya Pradesh,Rajgarh,465685,343,498
01-03-2025,Maharashtra,Gondiya,441911,450,810
01-03-2025,Madhya Pradesh,Chhatarpur,471408,337,393
01-03-2025,Maharashtra,Amravati,444908,109,398
01-03-2025,Uttar Pradesh,Sultanpur,228151,357,306
01-03-2025,Gujarat,Morbi,363641,624,353
01-03-2025,Karnataka,Vijayapura,586129,60,46
01-03-2025,Tamil Nadu,Tiruvannamalai,635703,461,352
01-03-2025,Madhya Pradesh,Indore,453115,247,385
01-03-2025,Jammu and Kashmir,Doda,182202,396,516
01-03-2025,Gujarat,Vadodara,390016,145,261
01-03-2025,Andhra Pradesh,Visakhapatnam,531115,305,92
01-03-2025,Haryana,Panchkula,134118,261,369
01-03-2025,Kerala,Thiruvananthapuram,695121,57,133
01-03-2025,Kerala,Malappuram,679321,151,247
01-03-2025,Jharkhand,Chatra,825103,751,1057
01-03-2025,Chhattisgarh,Rajnandgaon,491665,68,330
01-03-2025,Himachal Pradesh,Sirmaur,173023,205,256
01-03-2025,Uttar Pradesh,Sultanpur,228142,231,190
01-03-2025,Madhya Pradesh,Rewa,486333,467,277
01-03-2025,Uttar Pradesh,Kaushambi,212205,232,101
01-03-2025,Uttar Pradesh,Chitrakoot,210202,257,113
01-03-2025,Rajasthan,Jaipur,303104,237,270
01-03-2025,Tamil Nadu,Erode,638504,82,114
01-03-2025,Uttar Pradesh,Deoria,274703,393,270
01-03-2025,Kerala,Malappuram,673634,165,152
01-03-2025,Manipur,Senapati,795015,76,145
01-03-2025,Madhya Pradesh,Mandsaur,458888,394,551
01-03-2025,Tamil Nadu,Kancheepuram,600070,114,188
01-03-2025,Maharashtra,Nashik,422301,47,100
01-03-2025,Uttar Pradesh,Farrukhabad,207503,232,56
01-03-2025,Tamil Nadu,Viluppuram,605801,95,82
01-03-2025,Uttarakhand,Udham Singh Nagar,263152,238,281
01-03-2025,Tamil Nadu,Karur,639119,287,85
01-03-2025,Rajasthan,Jhunjhunun,331026,56,151
01-03-2025,Delhi,South West Delhi,110078,475,528
01-03-2025,Rajasthan,Bharatpur,321203,264,476
01-03-2025,Rajasthan,Udaipur,313804,362,364
01-03-2025,Uttarakhand,Champawat,262525,36,47
01-03-2025,West Bengal,Darjeeling,734101,55,161
01-03-2025,Karnataka,Hassan,573217,94,71
01-03-2025,Odisha,Baleswar,756134,81,146
01-03-2025,Andhra Pradesh,Adilabad,504208,19,124
01-03-2025,Assam,Kamrup,781120,22,8
01-03-2025,Arunachal Pradesh,Tawang,790104,58,39
01-03-2025,Gujarat,Kachchh,370465,351,270
01-03-2025,Bihar,Vaishali,844507,245,384
01-03-2025,Bihar,Bhojpur,841312,16,21
01-03-2025,Andhra Pradesh,Krishna,521213,148,63
01-03-2025,West Bengal,Nadia,741165,135,190
01-03-2025,Maharashtra,Ahmadnagar,414501,82,347
01-03-2025,Gujarat,Bharuch,392020,84,91
01-03-2025,Rajasthan,Bhilwara,311025,204,260
01-03-2025,Madhya Pradesh,Datia,475682,128,123
01-03-2025,Madhya Pradesh,Katni,483225,25,71
01-03-2025,Tamil Nadu,Tirunelveli,627112,25,84
01-03-2025,Himachal Pradesh,Hamirpur,176110,51,74
01-03-2025,Odisha,Mayurbhanj,757049,154,327
01-03-2025,Tamil Nadu,Tiruchirappalli,621112,135,232
01-03-2025,Assam,Jorhat,785631,97,47
01-03-2025,Bihar,Jamui,811311,44,66
01-03-2025,Karnataka,Bidar,585413,155,253
01-03-2025,Haryana,Sonipat,131022,53,86
01-03-2025,Andhra Pradesh,Cuddapah,516216,112,52
01-03-2025,Tamil Nadu,Chengalpattu,600100,23,52
01-03-2025,West Bengal,Murshidabad,742303,248,422
01-03-2025,Tamil Nadu,Tiruvannamalai,606903,379,124
01-03-2025,Rajasthan,Sikar,332316,61,117
01-03-2025,West Bengal,Purba Medinipur,721134,104,171
01-03-2025,Tamil Nadu,Kancheepuram,603102,264,172
01-03-2025,Himachal Pradesh,Solan,173211,61,96
01-03-2025,Punjab,Amritsar,143603,107,321
01-03-2025,Maharashtra,Sindhudurg,416515,15,18
01-03-2025,Punjab,Amritsar,143149,156,315
01-03-2025,Punjab,Kapurthala,144628,120,439
01-03-2025,Uttar Pradesh,Aligarh,202141,247,115
01-03-2025,Odisha,Kendujhar,758032,180,317
01-03-2025,Odisha,Khorda,751024,155,250
01-03-2025,Tamil Nadu,Nagapattinam,609112,55,31
01-03-2025,Tamil Nadu,Dharmapuri,635202,612,261
01-03-2025,West Bengal,Haora,711114,13,98
01-03-2025,Andhra Pradesh,Krishna,521390,38,10
01-03-2025,Tamil Nadu,The Nilgiris,643006,99,69
01-03-2025,West Bengal,Nadia,741505,34,61
01-03-2025,Kerala,Kozhikode,673582,116,105
01-03-2025,Uttar Pradesh,Ghazipur,232330,71,32
01-03-2025,Punjab,Sri Muktsar Sahib,152032,187,435
01-03-2025,Uttar Pradesh,Ghazipur,233229,163,125
01-03-2025,Tamil Nadu,Tiruvannamalai,632326,93,70
01-03-2025,Daman & Diu,Diu,362540,15,48
01-03-2025,West Bengal,Hooghly,712407,70,101
01-03-2025,Tamil Nadu,Ramanathapuram,623604,68,52
01-03-2025,Himachal Pradesh,Bilaspur,174011,15,37
01-03-2025,Uttar Pradesh,Farrukhabad,209749,71,46
01-03-2025,Tamil Nadu,Tenkasi,627857,17,13
01-03-2025,West Bengal,Cooch Behar,736165,113,177
01-03-2025,Madhya Pradesh,Mandla,481665,175,295
01-03-2025,Jharkhand,Seraikela-kharsawan,833216,47,88
01-03-2025,Kerala,Thrissur,680691,46,31
01-03-2025,Chhattisgarh,Gariyaband,492109,21,92
01-03-2025,Tamil Nadu,Kanniyakumari,629601,14,109
01-03-2025,Andhra Pradesh,Ananthapur,515402,106,23
01-03-2025,West Bengal,Paschim Medinipur,721128,31,43
01-03-2025,Himachal Pradesh,Chamba,176325,29,20
01-03-2025,West Bengal,Howrah,711409,61,133
01-03-2025,Tamil Nadu,Nagapattinam,609114,64,67
01-03-2025,Punjab,Ludhiana,141417,42,83
01-03-2025,West Bengal,West Midnapore,721451,20,74
01-03-2025,Tamil Nadu,Vellore,635754,166,121
01-03-2025,Bihar,Khagaria,848201,64,75
01-03-2025,Maharashtra,Satara,415513,32,79
01-03-2025,West Bengal,Birbhum,731130,66,126
01-03-2025,West Bengal,Darjeeling,734011,35,49
01-03-2025,Tamil Nadu,Coimbatore,641046,47,116
01-03-2025,Punjab,Shaheed Bhagat Singh Nagar,144516,37,87
01-03-2025,Maharashtra,Kolhapur,416105,22,40
01-03-2025,Karnataka,Bangalore Rural,560087,19,15
01-03-2025,Uttar Pradesh,Ayodhya,224164,11,15
01-03-2025,Tamil Nadu,Nagapattinam,609302,20,19
01-03-2025,West Bengal,Purba Medinipur,721130,50,82
01-03-2025,Telangana,Nizamabad,503246,67,47
01-03-2025,Gujarat,Patan,384275,71,131
01-03-2025,Himachal Pradesh,Hamirpur,176109,11,20
01-03-2025,Andhra Pradesh,Krishna,521106,128,45
01-03-2025,West Bengal,Barddhaman,713104,40,66
01-03-2025,Telangana,Yadadri.,508126,32,53
01-03-2025,Tamil Nadu,Thiruvarur,614208,33,26
01-03-2025,Uttar Pradesh,Ballia,277301,68,54
01-03-2025,Himachal Pradesh,Kangra,176071,13,32
01-03-2025,Karnataka,Vijayapura,586123,76,51
01-03-2025,Kerala,Thrissur,680312,58,79
01-03-2025,Jammu and Kashmir,Reasi,182144,10,27
01-03-2025,Tamil Nadu,Sivaganga,623402,68,33
01-03-2025,Assam,Sonitpur,784168,29,21
01-03-2025,Assam,Sonitpur,784502,17,11
01-03-2025,Tamil Nadu,Nagapattinam,609102,71,24
01-03-2025,Tamil Nadu,Viluppuram,604305,11,14
01-03-2025,Tamil Nadu,Krishnagiri,636902,47,16
01-03-2025,Rajasthan,Kota,325202,12,14
01-03-2025,Chhattisgarh,Durg,490001,136,400
01-03-2025,Assam,Barpeta,781314,895,188
01-03-2025,Punjab,Barnala,148105,194,507
01-03-2025,Rajasthan,Banswara,327602,322,450
01-03-2025,Bihar,Madhubani,847235,940,904
01-03-2025,Manipur,Imphal West,795002,47,56
01-03-2025,Maharashtra,Washim,444403,572,1892
01-03-2025,Chhattisgarh,Rajnandgaon,491229,112,688
01-03-2025,West Bengal,Puruliya,723129,139,220
01-03-2025,Rajasthan,Nagaur,341514,133,297
01-03-2025,Bihar,Muzaffarpur,843123,176,258
