Date,State,District,Pincode,Bio_age_5_17,Bio_age_17+
01-03-2025,Telangana,Mahabubnagar,509126,222,80
01-03-2025,Karnataka,Bijapur,586214,122,240
01-03-2025,Uttar Pradesh,Kheri,262901,887,240
01-03-2025,Uttar Pradesh,Lucknow,227305,372,458
01-03-2025,Gujarat,Kheda,387115,75,75
01-03-2025,Tamil Nadu,Pudukkottai,614620,123,148
01-03-2025,Maharashtra,Solapur,413304,779,1251
01-03-2025,Bihar,Begusarai,848204,1073,965
01-03-2025,Maharashtra,Kolhapur,416102,78,143
01-03-2025,Gujarat,Mahesana,384430,30,69
01-03-2025,Uttar Pradesh,Mathura,281122,482,174
01-03-2025,Maharashtra,Ratnagiri,415641,46,152
01-03-2025,Kerala,Pathanamthitta,691552,13,48
01-03-2025,Jammu and Kashmir,Kathua,184142,108,157
01-03-2025,Tamil Nadu,Kancheepuram,603405,37,62
01-03-2025,West Bengal,East Midnapore,721439,25,41
01-03-2025,Karnataka,Ballari,583115,47,51
01-03-2025,Kerala,Kozhikode,673315,53,122
01-03-2025,Karnataka,Mandya,571802,42,81
01-03-2025,Rajasthan,Kota,324003,66,91
01-03-2025,Andhra Pradesh,Warangal,506112,39,100
01-03-2025,Maharashtra,Mumbai Suburban,400083,111,358
01-03-2025,Karnataka,Bellary,583117,54,116
01-03-2025,Rajasthan,Banswara,327027,254,358
01-03-2025,Tamil Nadu,Chennai,600026,87,217
01-03-2025,Tamil Nadu,Viluppuram,606206,166,226
01-03-2025,Gujarat,Mahisagar,389230,357,374
01-03-2025,Kerala,Kasaragod,671322,128,115
01-03-2025,Kerala,Alappuzha,689573,36,46
01-03-2025,Kerala,Idukki,685501,54,94
01-03-2025,Andhra Pradesh,Nellore,524414,53,43
01-03-2025,Maharashtra,Amravati,444710,92,247
01-03-2025,Gujarat,Jamnagar,361008,261,239
01-03-2025,Madhya Pradesh,Dindori,481778,455,750
01-03-2025,Karnataka,Dakshina Kannada,574201,34,42
01-03-2025,Odisha,Cuttack,753004,87,170
01-03-2025,West Bengal,Nadia,741506,34,76
01-03-2025,West Bengal,Kolkata,700032,32,89
01-03-2025,Odisha,Koraput,763001,147,46
01-03-2025,Odisha,Nayagarh,752024,48,111
01-03-2025,Telangana,Nalgonda,508280,72,51
01-03-2025,West Bengal,Nadia,741152,173,228
01-03-2025,Karnataka,Bellary,583104,27,71
01-03-2025,Punjab,Fatehgarh Sahib,140405,31,126
01-03-2025,Bihar,Patna,800013,37,60
01-03-2025,Odisha,Jharsuguda,768226,76,231
01-03-2025,Tamil Nadu,Sivaganga,630562,218,152
01-03-2025,Jharkhand,Lohardaga,835301,59,150
01-03-2025,Uttar Pradesh,Deoria,274506,109,112
01-03-2025,Tamil Nadu,Salem,636139,98,72
01-03-2025,Telangana,Mahabubnagar,509110,100,145
01-03-2025,Andhra Pradesh,Ananthapur,515867,84,15
01-03-2025,Odisha,Baleswar,756039,12,24
01-03-2025,Karnataka,Dharwad,580118,75,101
01-03-2025,Tamil Nadu,Tiruvallur,602026,202,126
01-03-2025,Odisha,Kendrapara,754244,43,81
01-03-2025,Odisha,Subarnapur,767016,51,196
01-03-2025,Kerala,Alappuzha,689509,23,50
01-03-2025,Uttar Pradesh,Prayagraj,221502,15,27
01-03-2025,Bihar,Rohtas,802211,132,149
01-03-2025,Kerala,Kottayam,686506,26,93
01-03-2025,Maharashtra,Nanded,431711,106,148
01-03-2025,Rajasthan,Chittorgarh,312402,72,83
01-03-2025,Jammu and Kashmir,Samba,184145,22,35
01-03-2025,Punjab,Barnala,148106,57,153
01-03-2025,Arunachal Pradesh,Kra Daadi,791118,75,122
01-03-2025,Uttar Pradesh,Gautam Buddha Nagar,201302,16,5
01-03-2025,Uttarakhand,Almora,263661,62,95
01-03-2025,Karnataka,Gadag,582211,60,63
01-03-2025,Maharashtra,Chandrapur,442503,55,110
01-03-2025,Andhra Pradesh,Bapatla,522261,12,8
01-03-2025,Karnataka,Belgaum,590008,14,56
01-03-2025,Himachal Pradesh,Kinnaur,172106,12,52
01-03-2025,Himachal Pradesh,Shimla,171213,31,42
01-03-2025,Kerala,Ernakulam,682032,17,45
01-03-2025,Haryana,Gurgaon,122003,117,151
01-03-2025,Himachal Pradesh,Una,177206,45,51
01-03-2025,West Bengal,Purba Medinipur,721432,101,104
01-03-2025,Andhra Pradesh,Karimnagar,505325,15,54
01-03-2025,Madhya Pradesh,Sidhi,486884,67,41
01-03-2025,Uttar Pradesh,Sant Ravidas Nagar,221407,20,31
01-03-2025,Tamil Nadu,Perambalur,621116,185,60
01-03-2025,Telangana,Mulugu,506347,16,43
01-03-2025,Karnataka,Mysore,570003,14,50
01-03-2025,Kerala,Malappuram,676101,39,67
01-03-2025,Kerala,Kottayam,686633,32,90
01-03-2025,Rajasthan,Jhunjhunun,333707,54,143
01-03-2025,Uttar Pradesh,Faizabad,224284,39,48
01-03-2025,Assam,Charaideo,785670,22,26
01-03-2025,Kerala,Kottayam,686531,13,30
01-03-2025,Tamil Nadu,Krishnagiri,636806,60,85
01-03-2025,West Bengal,Purba Medinipur,721655,35,39
01-03-2025,Telangana,Karimnagar,505528,38,48
01-03-2025,Maharashtra,Solapur,413250,43,40
01-03-2025,Gujarat,Morbi,363630,82,33
01-03-2025,Kerala,Kannur,670302,12,40
01-03-2025,Karnataka,Mysuru,571124,73,54
01-03-2025,Himachal Pradesh,Solan,173225,19,29
01-03-2025,Kerala,Kozhikode,673526,18,37
01-03-2025,West Bengal,Cooch Behar,735211,41,76
01-03-2025,Maharashtra,Satara,415507,92,148
01-03-2025,Tamil Nadu,Thoothukkudi,628656,33,61
01-03-2025,Karnataka,yadgir,585223,23,85
01-03-2025,Assam,Tinsukia,786153,13,17
01-03-2025,West Bengal,Jhargram,721513,11,32
01-03-2025,Tamil Nadu,Villupuram,604307,94,22
01-03-2025,Haryana,Jhajjar,124506,27,44
01-03-2025,West Bengal,Dakshin Dinajpur,733158,20,26
01-03-2025,Mizoram,Mammit,796421,12,7
01-03-2025,Assam,Jorhat,785008,16,19
01-03-2025,Bihar,Bhojpur,802134,16,44
01-03-2025,Rajasthan,Jaipur,303802,28,58
01-03-2025,Maharashtra,Ahmadnagar,414607,27,75
01-03-2025,Haryana,Charkhi Dadri,127309,10,25
01-03-2025,Karnataka,Belgaum,591223,18,15
01-03-2025,Maharashtra,Sangli,415410,17,41
01-03-2025,Andhra Pradesh,Y. S. R,516390,17,19
01-03-2025,West Bengal,Kalimpong,734301,24,17
01-03-2025,Jharkhand,Seraikela-Kharsawan,831018,20,26
01-03-2025,Himachal Pradesh,Kangra,176060,11,15
01-03-2025,Uttar Pradesh,Kaushambi,211012,26,21
01-03-2025,Sikkim,North Sikkim,737120,10,7
01-03-2025,Karnataka,Uttara Kannada,581361,20,18
01-03-2025,Uttar Pradesh,Jalaun,285205,700,368
01-03-2025,Maharashtra,Beed,431131,454,1053
01-03-2025,Jharkhand,Chatra,825321,639,744
01-03-2025,Bihar,Saran,841217,110,204
01-03-2025,Tamil Nadu,Tirunelveli,627806,193,694
01-03-2025,Bihar,Araria,854329,1105,1045
01-03-2025,Andhra Pradesh,Chittoor,517194,213,79
01-03-2025,Punjab,Bathinda,151101,386,587
01-03-2025,Jharkhand,Gumla,835208,151,278
01-03-2025,Jharkhand,Seraikela-Kharsawan,831012,279,403
01-03-2025,Uttar Pradesh,Sitapur,261303,1321,625
01-03-2025,Odisha,Malkangiri,764045,621,518
01-03-2025,Punjab,SAS Nagar (Mohali),140307,176,187
01-03-2025,Maharashtra,Thane,400706,361,814
01-03-2025,Haryana,Palwal,121105,293,287
01-03-2025,Uttar Pradesh,Ambedkar Nagar,224149,358,399
01-03-2025,Maharashtra,Buldhana,443403,125,348
01-03-2025,Bihar,Begusarai,851129,825,1078
01-03-2025,Madhya Pradesh,Gwalior,474009,207,167
01-03-2025,Uttar Pradesh,Etawah,206123,392,191
01-03-2025,Odisha,Dhenkanal,759013,193,370
01-03-2025,Tamil Nadu,Thoothukkudi,628619,75,157
01-03-2025,Bihar,Saran,841219,393,692
01-03-2025,Telangana,Karimnagar,505303,43,66
01-03-2025,Tamil Nadu,Vellore,632518,84,62
01-03-2025,Karnataka,Davangere,577221,95,175
01-03-2025,Jharkhand,Bokaro,828134,410,814
01-03-2025,Chhattisgarh,Raigarh,496118,105,189
01-03-2025,Karnataka,Bangalore,560022,47,238
01-03-2025,Rajasthan,Jodhpur,342304,136,266
01-03-2025,Tamil Nadu,Kanyakumari,629161,58,51
01-03-2025,Gujarat,Kheda,387610,243,303
01-03-2025,Karnataka,Bijapur,586205,85,102
01-03-2025,Uttar Pradesh,Ballia,277121,128,134
01-03-2025,Maharashtra,Thane,400701,274,696
01-03-2025,Andhra Pradesh,East Godavari,533249,133,82
01-03-2025,Bihar,Nalanda,801304,149,221
01-03-2025,West Bengal,Dakshin Dinajpur,733126,47,48
01-03-2025,Rajasthan,Pali,306603,70,290
01-03-2025,Odisha,Kandhamal,762103,322,497
01-03-2025,West Bengal,South 24 Parganas,743504,283,395
01-03-2025,Uttar Pradesh,Jaunpur,222129,388,204
01-03-2025,Gujarat,Panchmahals,389260,69,316
01-03-2025,Tamil Nadu,Coimbatore,641006,340,624
01-03-2025,Rajasthan,Bundi,323614,68,183
01-03-2025,Odisha,Cuttack,754221,111,233
01-03-2025,Chhattisgarh,Bilaspur,495004,134,384
01-03-2025,Madhya Pradesh,Khargone,451220,220,353
01-03-2025,Tamil Nadu,Kanniyakumari,629302,24,74
01-03-2025,Tamil Nadu,Viluppuram,605766,47,95
01-03-2025,Bihar,Madhubani,847212,329,309
01-03-2025,Bihar,Bhojpur,802162,61,207
01-03-2025,Gujarat,Kheda,387620,455,763
01-03-2025,Telangana,K.v. Rangareddy,501203,145,194
01-03-2025,Odisha,Kendujhar,758035,193,302
01-03-2025,Andhra Pradesh,Srikakulam,532219,58,29
01-03-2025,Himachal Pradesh,Sirmaur,173001,458,456
01-03-2025,Jammu and Kashmir,Rajouri,185233,115,355
01-03-2025,Uttar Pradesh,Kanpur Dehat,209301,338,144
01-03-2025,Bihar,Madhubani,843319,61,53
01-03-2025,Jharkhand,Purbi Singhbhum,831015,11,53
01-03-2025,Karnataka,Chikkamagaluru,577112,19,16
01-03-2025,Rajasthan,Jaipur,302018,119,269
01-03-2025,Andhra Pradesh,Rangareddi,500048,20,114
01-03-2025,Maharashtra,Mumbai Suburban,400077,55,86
01-03-2025,West Bengal,South 24 Parganas,743355,251,322
01-03-2025,Odisha,Puri,752017,173,339
01-03-2025,Andhra Pradesh,Srikakulam,532185,626,276
01-03-2025,Tamil Nadu,Coimbatore,641663,21,9
01-03-2025,Mizoram,Mamit,796471,562,80
01-03-2025,Kerala,Thiruvananthapuram,695306,48,76
01-03-2025,Tamil Nadu,Madurai,625022,275,212
01-03-2025,Karnataka,Kolar,563115,31,43
01-03-2025,Telangana,Karimnagar,505468,75,132
01-03-2025,Assam,West Karbi Anglong,782486,76,159
01-03-2025,Uttar Pradesh,Amethi,227411,94,163
01-03-2025,Tamil Nadu,Coimbatore,642001,258,154
01-03-2025,Tamil Nadu,Thoothukkudi,628802,105,91
01-03-2025,Assam,Karimganj,788156,17,17
01-03-2025,Rajasthan,Kota,324001,252,460
01-03-2025,Haryana,Jind,126125,164,420
01-03-2025,Mizoram,Aizawl,796025,137,27
01-03-2025,Dadra and Nagar Haveli,Dadra and Nagar Haveli,396193,39,71
01-03-2025,Maharashtra,Pune,413116,83,111
01-03-2025,Rajasthan,Udaipur,313902,226,272
01-03-2025,Gujarat,Anand,388510,138,233
01-03-2025,Bihar,Buxar,802126,148,258
01-03-2025,Haryana,Ambala,133101,34,141
01-03-2025,Maharashtra,Pune,412214,94,220
01-03-2025,Maharashtra,Chandrapur,442507,14,52
01-03-2025,Maharashtra,Ahmadnagar,422602,24,94
01-03-2025,Assam,South Salmara Mankachar,783135,113,45
01-03-2025,Bihar,Buxar,802133,166,291
01-03-2025,Chhattisgarh,Surguja,497220,34,282
01-03-2025,Tripura,Khowai,799205,481,80
01-03-2025,Gujarat,Vadodara,390002,121,353
01-03-2025,Tamil Nadu,Chennai,600032,146,153
01-03-2025,Tamil Nadu,The Nilgiris,643241,84,60
01-03-2025,Gujarat,Arvalli,383340,104,95
01-03-2025,Maharashtra,Solapur,413210,105,212
01-03-2025,Haryana,Hisar,125038,80,129
01-03-2025,West Bengal,North 24 Parganas,700114,28,62
01-03-2025,Jharkhand,Purbi Singhbhum,831002,239,567
01-03-2025,Kerala,Alappuzha,688534,45,154
01-03-2025,Odisha,Jagatsinghapur,754114,43,140
01-03-2025,Himachal Pradesh,Una,177213,61,74
01-03-2025,Kerala,Idukki,685612,119,125
01-03-2025,Manipur,Imphal West,795130,21,16
01-03-2025,Karnataka,Belagavi,590014,90,75
01-03-2025,Uttarakhand,Dehradun,248009,27,54
01-03-2025,Assam,Tinsukia,786601,36,10
01-03-2025,West Bengal,Darjeeling,734005,66,180
01-03-2025,West Bengal,Paschim Medinipur,721506,169,125
01-03-2025,Kerala,Kannur,670325,13,31
01-03-2025,West Bengal,Puruliya,723215,15,26
01-03-2025,Andhra Pradesh,Mahbubnagar,509104,29,152
01-03-2025,Tamil Nadu,Erode,638502,39,97
01-03-2025,Rajasthan,Churu,331402,85,95
01-03-2025,Karnataka,Gulbarga,585317,34,86
01-03-2025,Assam,Kamrup,781017,19,11
01-03-2025,Telangana,Vikarabad,501502,31,38
01-03-2025,West Bengal,Purba Medinipur,721654,140,134
01-03-2025,Karnataka,Mandya,571446,37,99
01-03-2025,West Bengal,Bankura,722142,51,78
01-03-2025,Gujarat,Kheda,387350,45,53
01-03-2025,Assam,Nalbari,781369,167,29
01-03-2025,Maharashtra,Mumbai,400076,36,126
01-03-2025,Kerala,Kozhikode,673573,137,214
01-03-2025,Maharashtra,Mumbai,400024,36,152
01-03-2025,Tamil Nadu,Tirupattur,635651,36,20
01-03-2025,Andhra Pradesh,Chittoor,517589,84,37
01-03-2025,Uttar Pradesh,Rae Bareli,229802,33,25
01-03-2025,Maharashtra,Satara,415102,37,68
01-03-2025,West Bengal,Dakshin Dinajpur,733155,11,1
01-03-2025,West Bengal,Nadia,741401,32,42
01-03-2025,West Bengal,Barddhaman,713103,91,71
01-03-2025,Rajasthan,Rajsamand,313328,29,27
01-03-2025,Andhra Pradesh,N. T. R,521215,25,30
01-03-2025,Kerala,Palakkad,678574,36,66
01-03-2025,Odisha,Balangir,767068,10,17
01-03-2025,Odisha,Baleswar,756055,51,41
01-03-2025,Tamil Nadu,Thiruvallur,601204,26,26
01-03-2025,West Bengal,Kolkata,700031,29,64
01-03-2025,Kerala,Pathanamthitta,689586,27,52
01-03-2025,West Bengal,West Midnapore,721424,11,34
01-03-2025,Maharashtra,Raigarh,402305,29,40
01-03-2025,West Bengal,Darjeeling,734217,12,29
01-03-2025,Uttar Pradesh,Kanpur Nagar,209311,21,6
01-03-2025,Jammu and Kashmir,Jammu,180019,12,14
01-03-2025,Uttar Pradesh,Sultanpur,228172,12,21
01-03-2025,Assam,Dhubri,783332,33,23
01-03-2025,Kerala,Ernakulam,682303,13,14
01-03-2025,Delhi,South West Delhi,110045,1080,1668
01-03-2025,Andhra Pradesh,Kakinada,533435,27,30
01-03-2025,Assam,Dhemaji,787026,82,42
01-03-2025,Rajasthan,Karauli,322243,226,239
01-03-2025,Uttar Pradesh,Bijnor,246763,1440,668
01-03-2025,Tamil Nadu,Tiruppur,641605,321,285
01-03-2025,Kerala,Thiruvananthapuram,695506,144,133
01-03-2025,Tamil Nadu,Dharmapuri,636704,925,257
01-03-2025,Maharashtra,Solapur,413003,691,1252
01-03-2025,Tamil Nadu,Cuddalore,607003,475,229
01-03-2025,Uttar Pradesh,Deoria,274204,611,466
01-03-2025,Tamil Nadu,Virudhunagar,626607,44,63
01-03-2025,Chhattisgarh,Raipur,493221,175,570
01-03-2025,Tamil Nadu,Thoothukkudi,628208,16,94
01-03-2025,Andhra Pradesh,Ananthapuramu,515001,857,213
01-03-2025,Rajasthan,Udaipur,313001,921,1560
01-03-2025,Odisha,Debagarh,768121,77,70
01-03-2025,West Bengal,Barddhaman,713514,42,60
01-03-2025,Andhra Pradesh,Guntur,522234,102,38
01-03-2025,West Bengal,Bankura,722175,20,35
01-03-2025,Madhya Pradesh,Chhatarpur,471606,352,440
01-03-2025,Rajasthan,Chittorgarh,312207,44,84
01-03-2025,Gujarat,Mahisagar,389265,72,92
01-03-2025,Tamil Nadu,Tirunelveli,627756,412,546
01-03-2025,Karnataka,Belgaum,591304,366,311
01-03-2025,Haryana,Hisar,125001,1271,2314
01-03-2025,Manipur,Churachandpur,795006,82,26
01-03-2025,Bihar,East Champaran,845426,573,696
01-03-2025,Haryana,Rewari,123411,161,268
01-03-2025,Uttar Pradesh,Balrampur,271210,409,147
01-03-2025,Maharashtra,Mumbai Suburban,400075,86,136
01-03-2025,Bihar,Madhepura,852112,924,1480
01-03-2025,Haryana,Jind,126101,219,539
01-03-2025,Odisha,Bargarh,768042,107,526
01-03-2025,Maharashtra,Sangli,415305,125,233
01-03-2025,Uttar Pradesh,Sant Kabir Nagar,272271,343,391
01-03-2025,Maharashtra,Pune,412404,122,140
01-03-2025,Tamil Nadu,Thoothukkudi,628206,65,220
01-03-2025,Uttar Pradesh,Gonda,271403,534,209
01-03-2025,Karnataka,Mysore,571121,45,141
01-03-2025,Gujarat,Amreli,365410,85,51
01-03-2025,Madhya Pradesh,Damoh,470666,637,1164
01-03-2025,Madhya Pradesh,Raisen,464774,177,487
01-03-2025,Madhya Pradesh,Shivpuri,473551,1631,786
01-03-2025,Madhya Pradesh,Sagar,470119,641,597
01-03-2025,Tamil Nadu,Salem,637101,1129,465
01-03-2025,Tamil Nadu,Erode,638051,159,187
01-03-2025,West Bengal,South 24 Parganas,743373,233,175
01-03-2025,Tamil Nadu,Sivaganga,630202,31,178
01-03-2025,Maharashtra,Amravati,444605,93,269
01-03-2025,Assam,Kokrajhar,783370,633,180
01-03-2025,Telangana,Medak,502286,205,302
01-03-2025,Jammu and Kashmir,Kulgam,192221,53,72
01-03-2025,Kerala,Malappuram,679577,68,125
01-03-2025,Rajasthan,Dungarpur,314403,216,202
01-03-2025,Bihar,Sheohar,843329,843,1751
01-03-2025,Odisha,Koraput,764002,588,1052
01-03-2025,Uttar Pradesh,Pratapgarh,230001,401,433
01-03-2025,Chhattisgarh,Durg,491221,92,298
01-03-2025,Madhya Pradesh,Bhopal,462036,135,220
01-03-2025,Kerala,Kannur,670692,98,152
01-03-2025,Tamil Nadu,Viluppuram,606207,270,306
01-03-2025,Madhya Pradesh,Bhind,477001,990,673
01-03-2025,Chhattisgarh,Bastar,494224,84,592
01-03-2025,Uttar Pradesh,Allahabad,211019,292,239
01-03-2025,Gujarat,Rajkot,360452,27,38
01-03-2025,Maharashtra,Buldhana,444312,89,102
01-03-2025,Odisha,Kalahandi,766103,105,428
01-03-2025,Tripura,West Tripura,799006,429,323
01-03-2025,Chhattisgarh,Balrampur,497224,65,215
01-03-2025,Odisha,Sundargarh,770016,27,124
01-03-2025,Andhra Pradesh,Guntur,522309,191,68
01-03-2025,West Bengal,North 24 Parganas,743422,117,176
01-03-2025,Nagaland,Wokha,797100,14,100
01-03-2025,Madhya Pradesh,Sheopur,476339,447,560
01-03-2025,Uttar Pradesh,Maharajganj,273151,263,287
01-03-2025,Rajasthan,Sawai Madhopur,322219,125,151
01-03-2025,Maharashtra,Sangli,416316,26,78
01-03-2025,Kerala,Kannur,670308,34,46
01-03-2025,Punjab,Jalandhar,144703,82,194
01-03-2025,Rajasthan,Jhalawar,326022,151,279
01-03-2025,Himachal Pradesh,Una,174315,99,137
01-03-2025,Madhya Pradesh,Rewa,486338,260,163
01-03-2025,Tamil Nadu,Namakkal,637014,22,145
01-03-2025,Tamil Nadu,Namakkal,637208,60,120
01-03-2025,Uttar Pradesh,Balrampur,271609,315,148
01-03-2025,Telangana,Mahabubnagar,509353,110,71
01-03-2025,Rajasthan,Barmer,344037,253,315
01-03-2025,Uttar Pradesh,Amethi,229128,19,20
01-03-2025,Uttar Pradesh,Faizabad,224209,128,85
01-03-2025,Karnataka,Hassan,573218,20,23
01-03-2025,Himachal Pradesh,Kullu,175126,54,73
01-03-2025,Tamil Nadu,Dindigul,624622,157,264
01-03-2025,Kerala,Thrissur,679561,93,63
01-03-2025,Tamil Nadu,Thiruvarur,614710,124,57
01-03-2025,Madhya Pradesh,Chhindwara,480551,131,437
01-03-2025,Telangana,Karimnagar,505503,93,191
01-03-2025,Telangana,Medak,502113,50,112
01-03-2025,Chhattisgarh,Kondagaon,494347,28,325
01-03-2025,Rajasthan,Chittorgarh,312613,56,47
01-03-2025,Tamil Nadu,Vellore,632010,49,29
01-03-2025,Karnataka,Mandya,571422,84,135
01-03-2025,Uttar Pradesh,Amethi,227412,65,90
01-03-2025,Rajasthan,Pratapgarh,312619,126,189
01-03-2025,Odisha,Jajapur,755016,39,109
01-03-2025,Karnataka,Bellary,583116,48,62
01-03-2025,Andhra Pradesh,Alluri Sitharama Raju,535145,19,37
01-03-2025,Uttar Pradesh,Gonda,271301,208,148
01-03-2025,Kerala,Kottayam,686502,36,72
01-03-2025,Assam,Dibrugarh,786003,78,265
01-03-2025,Odisha,Nayagarh,752083,93,112
01-03-2025,Karnataka,Mandya,571417,43,63
01-03-2025,Odisha,Ganjam,760007,47,67
01-03-2025,Uttarakhand,Haridwar,247666,109,141
01-03-2025,Rajasthan,Baran,325223,128,133
01-03-2025,Telangana,Narayanpet,509205,13,14
01-03-2025,Karnataka,Raichur,584111,204,260
01-03-2025,Tamil Nadu,Madurai,625207,154,157
01-03-2025,Uttar Pradesh,Pratapgarh,230136,158,86
01-03-2025,Andhra Pradesh,West Godavari,534196,108,41
01-03-2025,Tamil Nadu,Kancheepuram,600056,65,54
01-03-2025,Assam,Hailakandi,788162,74,46
01-03-2025,Telangana,Vikarabad,501141,47,85
01-03-2025,Tamil Nadu,Sivaganga,630411,46,71
01-03-2025,Himachal Pradesh,Shimla,171205,38,83
01-03-2025,Tamil Nadu,Viluppuram,605202,41,51
01-03-2025,Telangana,Nagarkurnool,509324,35,98
01-03-2025,Andhra Pradesh,Guntur,522233,185,73
01-03-2025,Haryana,Gurgaon,122052,11,13
01-03-2025,Andhra Pradesh,Hyderabad,500034,33,126
01-03-2025,Odisha,Khorda,752062,111,256
01-03-2025,Uttar Pradesh,Etah,207248,269,88
01-03-2025,Andhra Pradesh,Sri Sathya Sai,515661,23,18
01-03-2025,Andhra Pradesh,Parvathipuram Manyam,532460,45,65
01-03-2025,Maharashtra,Sindhudurg,416522,29,33
01-03-2025,Rajasthan,Ajmer,305004,39,86
01-03-2025,Tamil Nadu,Ramanathapuram,623512,24,52
01-03-2025,West Bengal,Murshidabad,742238,12,29
01-03-2025,Rajasthan,Kota,326501,15,15
01-03-2025,Telangana,Nizamabad,503306,35,83
01-03-2025,Tamil Nadu,Thanjavur,614201,113,54
01-03-2025,Tamil Nadu,Tenkasi,627809,19,16
01-03-2025,West Bengal,Jalpaiguri,736201,30,52
01-03-2025,Telangana,Medak,502318,44,70
01-03-2025,Uttarakhand,Dehradun,249203,13,19
01-03-2025,Kerala,Palakkad,678502,56,49
01-03-2025,Goa,North Goa,403002,65,126
01-03-2025,Rajasthan,Jodhpur,342604,56,80
01-03-2025,Uttar Pradesh,Sultanpur,228133,38,59
01-03-2025,West Bengal,West Midnapore,721517,11,39
01-03-2025,Uttar Pradesh,Auraiya,206242,21,4
01-03-2025,Himachal Pradesh,Hamirpur,176039,24,45
01-03-2025,Uttar Pradesh,Firozabad,283136,24,33
01-03-2025,Karnataka,Dakshina Kannada,574211,46,75
01-03-2025,Kerala,Ernakulam,683512,36,55
01-03-2025,Tamil Nadu,Sivaganga,630301,25,32
01-03-2025,Andhra Pradesh,Nandyal,518599,31,12
01-03-2025,Karnataka,Shivamogga,577422,14,11
01-03-2025,Pondicherry,Pondicherry,605106,14,96
01-03-2025,Karnataka,Bijapur,586124,27,87
01-03-2025,Andhra Pradesh,Alluri Sitharama Raju,531133,20,42
01-03-2025,Maharashtra,Sindhudurg,416521,25,64
01-03-2025,West Bengal,Darjeeling,734313,15,31
01-03-2025,Kerala,Kasaragod,671348,21,19
01-03-2025,Maharashtra,Sindhudurg,416549,21,27
01-03-2025,Tamil Nadu,Nagapattinam,609201,51,35
01-03-2025,Telangana,Adilabad,504303,17,16
01-03-2025,Telangana,Adilabad,504273,50,25
01-03-2025,Andhra Pradesh,Alluri Sitharama Raju,507135,18,24
01-03-2025,Maharashtra,Akola,444110,15,39
01-03-2025,Tamil Nadu,Salem,636456,65,24
01-03-2025,Chandigarh,Chandigarh,160018,14,18
01-03-2025,West Bengal,Darjeeling,734316,16,42
01-03-2025,Chandigarh,Chandigarh,160009,26,27
01-03-2025,Andhra Pradesh,Cuddapah,516270,23,25
01-03-2025,Karnataka,Udupi,576257,15,16
01-03-2025,Uttar Pradesh,Mahoba,210431,40,18
01-03-2025,Himachal Pradesh,Kangra,176096,39,30
01-03-2025,Karnataka,Uttara Kannada,581323,17,12
01-03-2025,Tamil Nadu,Thiruvarur,610003,21,15
01-03-2025,Haryana,Jind,126114,183,441
01-03-2025,Haryana,Karnal,132114,434,1054
01-03-2025,Telangana,Medchal-malkajgiri,500018,92,220
01-03-2025,Madhya Pradesh,Sagar,470335,1451,1713
01-03-2025,Kerala,Kannur,670014,20,49
01-03-2025,West Bengal,Purba Medinipur,721648,72,130
01-03-2025,Bihar,Muzaffarpur,844120,297,491
01-03-2025,Uttar Pradesh,Farrukhabad,209621,289,65
01-03-2025,Karnataka,Haveri,581118,886,275
01-03-2025,Telangana,K.v. Rangareddy,509335,88,211
01-03-2025,Tripura,Dhalai,799275,383,344
01-03-2025,Maharashtra,Yavatmal,445302,414,1385
01-03-2025,Haryana,Kaithal,136034,301,620
01-03-2025,Uttar Pradesh,Agra,283111,1022,324
01-03-2025,Uttar Pradesh,Ghazipur,233230,346,146
01-03-2025,Gujarat,Panchmahals,388713,74,212
01-03-2025,Karnataka,Chikkamagaluru,577228,107,97
01-03-2025,Uttar Pradesh,Azamgarh,276305,266,325
01-03-2025,Bihar,Siwan,841506,310,454
01-03-2025,Manipur,Senapati,795104,235,168
01-03-2025,Rajasthan,Alwar,301024,587,545
01-03-2025,Punjab,Pathankot,145001,375,529
01-03-2025,Punjab,Amritsar,143606,208,525
01-03-2025,Odisha,Baleswar,756025,71,82
01-03-2025,Uttar Pradesh,Bara Banki,225305,955,411
01-03-2025,Jammu and Kashmir,Baramula,193303,115,156
01-03-2025,Uttar Pradesh,Jhansi,284204,1801,889
01-03-2025,Madhya Pradesh,Sagar,470441,363,563
01-03-2025,Tamil Nadu,Madurai,625537,194,85
01-03-2025,Telangana,Medak,502314,122,138
01-03-2025,Madhya Pradesh,Dhar,454111,271,322
01-03-2025,Bihar,Muzaffarpur,843133,10,10
01-03-2025,Assam,Nagaon,782137,37,178
01-03-2025,Rajasthan,Jaipur,302016,345,655
01-03-2025,Karnataka,Yadgir,585309,192,205
01-03-2025,Uttar Pradesh,Kaushambi,212217,954,337
01-03-2025,Bihar,West Champaran,845453,441,746
01-03-2025,Meghalaya,West Garo Hills,794101,27,42
01-03-2025,Assam,Sibsagar,785696,29,9
01-03-2025,Assam,Cachar,788110,49,35
01-03-2025,Kerala,Malappuram,676541,159,113
01-03-2025,Uttar Pradesh,Basti,272195,168,31
01-03-2025,Rajasthan,Sirohi,307026,632,1256
01-03-2025,West Bengal,Kolkata,700014,85,365
01-03-2025,Telangana,Medak,502325,112,87
01-03-2025,Gujarat,Amreli,365601,400,317
01-03-2025,Bihar,Banka,813224,65,68
01-03-2025,Bihar,Bhojpur,802152,182,546
